Title,Company,experience,Estimated_salary,location,Industry_type,job_type,key_skills
Data Scientist - Sales Reports and Analytics,Dell International Services India  Private Limited,5 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceRC++CAlgorithmsVisual BasicArtificial IntelligenceData ScientistProbabilitySQL ServerPython
Tcs Hiring For MDM (master data management) Data Analyst (bfsi domain),Tata Consultancy Services Ltd.,6 - 11 years,Not Disclosed,"Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Business IntelligenceMDMSQL
Data Scientist : Manager / Sn. Manager / one of the MNC,Mount Talent Consulting Private Limited,8 - 13 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",IT Services & Consulting,"Full Time, Permanent",Data ScienceMachine LearningPython
"Assistant Analyst(R studio, Power BI)",Danfoss Industries Pvt Ltd,2 - 5 years,Not Disclosed,Pune,Industrial Equipment / Machinery,"Full Time, Permanent",Business IntelligenceRBusiness Analytics
Data Analyst - Machine/Deep Learning Algorithms,Huquo Consulting Pvt. Ltd,4 - 9 years,Not Disclosed,"Gurgaon/Gurugram, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",Data ScienceXgboost SVMKerasKNNMachine LearningDeep LearningScikit-LearnPythonTensorFlow
Senior Data Scientist - ML,SP Staffing Services Private Limited ,10 - 15 years,"₹ 15,00,000 - 25,00,000 P.A. ","Pune, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Machine LearningData SciencePython
Data Scientist ( Risk Analytics ),Array Management Consultants,7 - 12 years,Not Disclosed,"Noida, Ghaziabad, New Delhi",NBFC,"Full Time, Permanent",data modelpythondata analysisdata analyticsSASPortfolio simulationsdata miningModel ValidationCredit AlgorithmSupport Managementsqldata scienceRisk Analyticspredictive modelingstatistical modelsdata scientiststatistical analysis
Lead Data Scientist,Megma Services,4 - 8 years,Not Disclosed,Mumbai (All Areas),FinTech / Payments,"Full Time, Permanent",Data ScienceData ManagementData AnalysisTableauAWS
Sr/Lead Data Scientist | Bangalore/Hyderabad | Immediate Joiner,REKRUT INDIA PRIVATE LIMITED,4 - 8 years,Not Disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Software Product,"Full Time, Permanent",Data ScienceLinear RegressionMachine Learning
Hiring For Data Scientist,Sumeru Global Technologies Private Limited ,2 - 6 years,"₹ 4,00,000 - 9,00,000 P.A. ",Pune,IT Services & Consulting,"Full Time, Temporary/Contractual",SASHadoopData Analysis
Principal Data Scientist,EnvestNet Asset Management India P Ltd,2 - 7 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",Data ScienceArtificial IntelligenceStatistical ModelingBig DataData MiningData CleansingData AnalyticsMachine LearningStatisticsPrincipal Data Scientist
Urgent requirement For Data Engineer,Pacific Head Hunter ,3 - 8 years,Not Disclosed,Pune,Industrial Equipment / Machinery,"Full Time, Permanent",PysparkData EngineeringPower BiSASTDVAzure DatabricksControl SystemSoftware SolutionsSQLData ScienceAzure Data FactoryTIBCO Data VirtualizationData AnalysisMicrosoft AzureAzure Data LakeDaxData ModelingData WarehousingETLPython
Data / Analytical support To Business Analyst-BFSI Payroll,HY FLY CONSULTANCY,3 - 8 years,"₹ 10,00,000 - 18,00,000 P.A. ","Mumbai, Thane, Navi Mumbai",Banking,"Full Time, Permanent",Quality checksData MiningData ExtractionSQL Queriesextracted databaseSQL DBABase SASEG SPSS Rrolled-up databaseData Scienceanalytical softwareData AnalyticsAngossStrong mastery of Microsoft Office toolsSas E-MinerPython
Senior analyst,EnvestNet Asset Management India P Ltd,1 - 4 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",Data ScienceCommunication SkillsBig Data AnalyticsUse CasesScalaHadoopComputer ScienceModel ValidationSparkPython
Data Analyst,WEIWO Communication Pvt. Ltd.,4 - 8 years,Not Disclosed,Bangalore/Bengaluru( Ulsoor ),Telecom / ISP,"Full Time, Permanent",Management Reportingmis preparationms excelInternal Controlmis reportingBusiness Analyticsmis executivemisData ManagementData AnalysisData Analyticsreporting
Data Engineer,Airbnb,0 - 4 years,Not Disclosed,Bangalore/Bengaluru,Internet,"Full Time, Permanent",Data ScienceJavaHiveData PipelineSoftware EngineeringScalaData AnalyticsSpark StreamingApache SparkPython
Consultant Analyst,Flexing It,1 - 6 years,Not Disclosed,New Delhi,IT Services & Consulting,"Full Time, Permanent",Data ScienceAssignmentLinkedHiringFull TimeBusiness DevelopmentQualitativeData Analytics
Senior Data Scientist / Lead Data Scientist - Machine Learning,Seventh Contact,5 - 10 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",JavaC++Data ManagementAlgorithmMachine LearningData StructureData ScienceRNLPData ScientistPMMLPythonMatlab
Openings For Data Analyst,Allegis Services India Pvt. Ltd.,0 - 3 years,"₹ 3,00,000 - 8,00,000 P.A. ",Bangalore/Bengaluru,Banking,"Full Time, Permanent",RData AnalysisTableauData AnalyticsSQLPython
Data Engineer,Matrix Management Services,2 - 7 years,Not Disclosed,"Mumbai, Bangalore/Bengaluru, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",Data ScienceData EngineerData AnalyticsSnowflakesAWSPythonSQL
Technical Data Analyst / Data Engineer / Data-DevOps Engineer,BNY Mellon,6 - 9 years,"₹ 8,50,000 - 17,00,000 P.A. ",Pune,Banking,"Full Time, Permanent",tableauExcelPythonSQL
ID&A - Data Analyst - Informatica MDM,Shell India Markets Private Limited,5 - 9 years,Not Disclosed,Bangalore/Bengaluru,Petrochemical / Plastics / Rubber,"Full Time, Permanent",SifData QualityOracle SQLWeb TechnologiesMDMMaster Data ManagementData ModelingData Governance
Data Engineer-Noida,tech mahindra ltd,5 - 8 years,Not Disclosed,"Noida, Delhi / NCR",BPO / Call Centre,"Full Time, Permanent",Data ScienceBusiness IntelligenceRSQL QueriesData MiningData ExtractionTableauBashPythonPredictive AnalyticsTableau Admin
Data Analyst,Cognizant Technology Solutions India Pvt Ltd,7 - 10 years,Not Disclosed,Mumbai,IT Services & Consulting,"Full Time, Permanent",Team ManagementClinical operationsPV Complaints ManagementQuery ManagementKnowledge ManagementData ManagementClinical Data ManagementComplaints ManagementCDM
Hiring For Senior Analyst - Reference data - Pune,eClerx Services Ltd.,2 - 5 years,Not Disclosed,Pune,BPO / Call Centre,"Full Time, Permanent",Data QualityExcelInvestment BankingBloombergFinanceReference DataData ManagementReutersDerivativesMba
Data Scientist,SG Analytics Pvt. Ltd.,2 - 5 years,Not Disclosed,"Pune, Bangalore/Bengaluru",Analytics / KPO / Research,"Full Time, Permanent",Predictive Modelingbuild Application behaviourAzureselect right ML algorithmMachine LearningML Modelsproductize ML modelsAnalyticsSQLData ScienceGCPData Scientiststatistical modelsoptimize  AI ModelsData AnalyticsML algorithmAWSPython
Data Analyst - Python/SQL,Affine,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",DenodoPower BIMatillionData AnalystData AnalyticsETLAWSRedshiftPythonSQL
Merilytics - Business Analyst - Data Analytics -IIT/NIT/BITS,Meritus Intelytics Private Limited,0 - 3 years,Not Disclosed,Hyderabad/Secunderabad,Analytics / KPO / Research,"Full Time, Permanent",excelanalyticspythondata analysisbusiness analysisproblem solvingsqlstatistics
SAVP - Data Scientist - Data Science Team - Insurance Domain,Huquo Consulting Pvt. Ltd,8 - 13 years,Not Disclosed,Gurgaon/Gurugram,Insurance,"Full Time, Permanent",Data ScienceData ScientistArtificial IntelligenceData ManagementData ModelingData AnalyticsMachine LearningStatisticsAnalyticsSQLPython
Senior Business Analyst - Analytics Consulting | Tiger Analytics |,Tiger Analytics India LLP,2 - 5 years,Not Disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Business IntelligenceBusiness AnalyticsPower BiTableauMachine LearningAnalyticsSQLData ScienceAnalytics ConsultantconsultantConsultingAdvanced AnalyticsStatistical ModelingData VisualizationQlikViewData Analyticsbusiness data analytics
Senior Data Scientist - Product Development Firm - IIT/ NIT/ BITS,Huquo Consulting Pvt. Ltd,5 - 10 years,Not Disclosed,"Gurgaon/Gurugram, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",Data ScienceNLPData ScientistData ManagementData ModelingData AnalyticsMachine LearningAnalyticsPython
Only Fresher / Python Data Scientist / Trainee / Analytics - MNC Jobs,GABA Consultancy services ,0 years,"₹ 2,25,000 - 4,75,000 P.A. ","Noida, New Delhi, Gurgaon/Gurugram",Analytics / KPO / Research,"Full Time, Permanent",O2Cfresher data analystPower BiBankingData ManagementTableauMarketing Analyticsgraduate fresherfresher reporting analystAnalyticsSQLBusiness AnalysisData SciencefresherExcelR2RVBAMISPython
SAVP - Data Scientist - Data Science Team - Insurance Domain,Huquo Consulting Pvt. Ltd,8 - 13 years,Not Disclosed,Gurgaon/Gurugram,Insurance,"Full Time, Permanent",Data ScienceArtificial IntelligenceData ManagementData ModelingData AnalyticsMachine LearningStatisticsAnalyticsSQLPython
Data & Analytics Analyst,NatWest Group,4 - 9 years,Not Disclosed,Chennai,Banking,"Full Time, Permanent",data analysisData ExtractionData Analytics
Data & Analytics Analyst,NatWest Group,3 - 8 years,Not Disclosed,Delhi,Banking,"Full Time, Permanent",Data AnalyticsQuality AssuranceBusiness Analysis
Senior Data Analyst,NatWest Markets,3 - 6 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",Manager Quality AssuranceBusiness analysisAnalyticalData qualityData analyticsData AnalystBusiness strategyBusiness solutionsAnalyticsData extraction
Data Analyst | Nike,TALENT500 TECH (INDIA) PRIVATE LIMITED,3 - 6 years,Not Disclosed,Bangalore/Bengaluru,Retail,"Full Time, Permanent",HiveSparkData AnalyticsSQL
"Data Analyst, GSO",Gartner India Research & Advisory Services Pvt Ltd,1 - 2 years,Not Disclosed,Gurgaon/Gurugram,IT Services & Consulting,"Full Time, Permanent",AutomationSales operationsData managementAnalyticalMedical insuranceStakeholder managementOperationsRecruitmentData entryData extraction
Lead Data Scientist,U. S. Recruitment Consultants,4 - 9 years,Not Disclosed,Mumbai,IT Services & Consulting,"Full Time, Permanent",Data ScienceMS SQLExploratory Data AnalysisStatistical ModelingTime SeriesData MiningText MiningInformation RetrievalMachine LearningPython
Data Scientist - Insights For Delhi (SQL needed),CAASTLE TECHNOLOGY AND SERVICES INDIA PVT. LTD.,2 - 5 years,Not Disclosed,Delhi / NCR( Sarita Vihar ),Software Product,"Full Time, Permanent",Data VisualizationData AnalyticsSQL
Data Scientist,RGF Professional Recruitment,4 - 9 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Data ScienceHiveData ScientistData MiningData VisualizationData AnalyticsMachine LearningStatistical AnalysisPythonSql
Data Scientist,Novartis Healthcare Pvt. Ltd.,10 - 15 years,Not Disclosed,Hyderabad/Secunderabad,Pharmaceutical & Life Sciences,"Full Time, Permanent",Data ScienceArtificial IntelligenceData ScientistData ManagementBig DataDigital TransformationPeople ManagementMachine LearningAnalyticsDeep Learning
Data Engineer - Big Data/Hadoop,Savantys Solutions,4 - 9 years,Not Disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Data ScienceHivePySparkHadoopBig DataData AnalysisData MiningAlgorithmMachine LearningPython
Data Analyst,Kwalee ltd.,2 - 7 years,Not Disclosed,Bangalore/Bengaluru,Animation & VFX,"Full Time, Permanent",RNoSQLData AnalysisData AnalyticsMATLABAnalyticsPythonSQL
Data Analyst,CashKaro.com,1 - 3 years,Not Disclosed,Gurgaon/Gurugram,Internet,"Full Time, Permanent",Google AnalyticsData EngineeringPower BiData AnalysisGoogle AdWordsAdvanced ExcelData AnalystTableauData AnalyticsSQL
Data Analyst - SQL,Vauraus,4 - 8 years,Not Disclosed,"Pune, Chennai",IT Services & Consulting,"Full Time, Permanent",PL-SQLData AnalystData AnalyticsSQL
Data & Analytics Analyst,NatWest Markets,2 - 5 years,Not Disclosed,New Delhi,Banking,"Full Time, Permanent",Business analysisAnalyticalanalytics analystData qualityData analyticsBusiness strategyBusiness solutionsAnalyticsMonitoringData extraction
Data & Analytics Analyst,NatWest Markets,2 - 5 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",Business analysisAnalyticalanalytics analystData qualityData analyticsBusiness strategyBusiness solutionsAnalyticsMonitoringData extraction
Data & Analytics Analyst,NatWest Markets,2 - 5 years,Not Disclosed,Chennai,Banking,"Full Time, Permanent",Business analysisAnalyticalanalytics analystData qualityData analyticsBusiness strategyBusiness solutionsAnalyticsMonitoringData extraction
Data & Analytics Analyst,NatWest Markets,2 - 5 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",Business analysisAnalyticalanalytics analystData qualityData analyticsBusiness strategyBusiness solutionsAnalyticsMonitoringData extraction
Technical Business Analyst - RPA,RPASOFT PRIVATE LIMITED ,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Software Product,"Full Time, Permanent",Data ScienceRpaBrdFSDProcess MiningData MiningBusiness OperationsData CollectionData AnalyticsBusiness Analysis
Sr. Data Analyst,Seven Consultancy,2 - 5 years,Not Disclosed,Mumbai,Recruitment / Staffing,"Full Time, Permanent",Analytical skillsData analysisData managementBusiness AnalystBusiness analysisData collectionData AnalystData analyticsData miningIT recruitment
Senior Data Scientist,Pocket Worlds,2 - 5 years,Not Disclosed,remote,Internet,"Full Time, Permanent",Computer sciencedata scienceInfrastructureEquityData analyticsBudgetingGamingSQLPython
Data Engineer,Novartis Healthcare Pvt. Ltd.,3 - 5 years,Not Disclosed,Hyderabad/Secunderabad,Pharmaceutical & Life Sciences,"Full Time, Permanent",Data ScienceNlpNatural Language ProcessingStatistical ModelingTalent ManagementData AnalyticsMachine LearningPython
Analyst,Axtria India Private Limited,1 - 4 years,Not Disclosed,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Logical ApproachData ManagementBusiness Applications
Data Analyst/MIS Executive,Kapila Krishi Udyog Ltd,1 - 3 years,"₹ 1,75,000 - 2,50,000 P.A. ",Gurgaon/Gurugram,Analytics / KPO / Research,"Full Time, Permanent",MIS executiveExcelAdvanced AnalyticsData AnalysisData MiningData VisualizationAdvanced ExcelTableauData Analytics
Data Research Analyst - UpWork / Linkedin,Techattribute IT Solutions LLC,0 - 3 years,"₹ 50,000 - 3,00,000 P.A. ",Ahmedabad( Panchwati ),IT Services & Consulting,"Full Time, Permanent",Data QualityData ManagementData AnalysisMaster Data ManagementDataData ProcessingData WarehousingData EntryData AnalyticsData ConversionData Integration
Senior Data Ops Analyst,Integrate,5 - 8 years,Not Disclosed,Remote,IT Services & Consulting,"Full Time, Permanent",Data QualityData IntegrityPower BiAccountingBusiness ProcessData ManagementData AnalystRevenue GenerationSql
Senior Financial Analyst - Data & Analytics,Glance IT Solution,4 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data AnalysisData MiningData VisualizationAdvanced ExcelFinancial AnalystAnalyticsMicrosoft ExcelPython
Executive/Assistant Manager - Data Analyst Global Finance Services,Macquarie Global Services,4 - 8 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",Assistant ManagerCommunication SkillsRegulatory ReportingComplianceProject ManagementFinanceFinancial AccountingData WarehouseFinancial ManagementRisk Management
Senior Data Research Analyst,AdviserLogic,4 - 6 years,Not Disclosed,Mumbai,IT Services & Consulting,"Full Time, Permanent",AutomationCorporate actionsData managementEquity researchIntellectual propertyData AnalystData qualitymarket dataContinuous improvementMonitoring
Data Analyst,Seven Consultancy,3 - 8 years,Not Disclosed,Hyderabad,Recruitment / Staffing,"Full Time, Permanent",Analytical skillsData analysisData managementReport writingData collectionConsultancyData analyticsData AnalystResearch AnalystIT recruitment
Regional Data & BI Analyst,ExecBoardinAsia,5 - 10 years,Not Disclosed,Mumbai,Recruitment / Staffing,"Full Time, Permanent",data cleansingAutomationdigital analyticsData managementData qualityData analyticsBusiness intelligencedata enrichmentSQL AzureAnalytics
Sr Data Analyst,D Source,3 - 5 years,Not Disclosed,Nasik/Nashik,Recruitment / Staffing,"Full Time, Permanent",RSoftware DevelopmentPower BiData ManagementData AnalysisApplication SupportData AnalyticsRequirement AnalysisPythonSql
Senior Analyst - Data Analytics,Smart Cube India Private Limited,2 - 4 years,Not Disclosed,India,Analytics / KPO / Research,"Full Time, Permanent",Data managementMS AccessProject managementAnalyticalConsultingVBOracleFinancial servicesClient managementSQL
Co-Founder & Principal Data Scientist/Senior Scientist - NLP/Python,Benovymed Healthcare,2 - 7 years,Not Disclosed,"Gurgaon/Gurugram, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",PytorchTensorflowData ScienceCnnRRnnNLPKerasMachine LearningPython
Data Scientist (Python & SQL),AVE-Promagne,6 - 8 years,Not Disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",RData scienceData analyticsSQLPython
Sr . Data Engineer,Visa,5 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceHivePower BiScalaHadoopBig DataSparkData WarehousingMachine LearningPython
Senior Data Scientist,Visa,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceSasScalaData ScientistBig DataStatistical ModelingData MiningSparkData ModelingPython
Data Analyst,Cognizant Technology Solutions India Pvt Ltd,4 - 8 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",Life SciencesProcess DocumentationQuery ManagementData ManagementMedicalData CleaningClinical Trials
Tcs Hiring For Data Analyst - SQL / ETL Specialists,Tata Consultancy Services Ltd.,3 - 8 years,Not Disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",IT Services & Consulting,"Full Time, Permanent",VBAETLSQL
Senior Analyst - Data & Analytics - Information Technology Services,Everest Group,2 - 4 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",Analytics / KPO / Research,"Full Time, Permanent",Artificial IntelligenceData ManagementResearchData Analytics
Data Engineer Lead / Architect,Wavicle Data Solutions,8 - 12 years,"₹ 15,00,000 - 30,00,000 P.A. ",Coimbatore,IT Services & Consulting,"Full Time, Permanent",PysparkAWSPython
Data Scientist /Analyst,RSG Media systems Pvt Ltd,2 - 4 years,Not Disclosed,Delhi / NCR,IT Services & Consulting,"Full Time, Permanent",Data ScienceJavaXgboostPostgresqlMySQLTime SeriesRedisPythonFlaskSQL
Senior Data Engineer with ML experience (Onsite Opportunity),ekSource Technologies Pvt. Ltd.,10 - 15 years,Not Disclosed,United States (USA),IT Services & Consulting,"Full Time, Permanent",TensorflowMachine LearningPython
Data Scientist,Mobiotics IT Solution Pvt Ltd,2 - 5 years,"₹ 5,00,000 - 10,00,000 P.A. ",Bangalore/Bengaluru( HSR Layout ),IT Services & Consulting,"Full Time, Permanent",Big Data AnalyticsELKPostgresqlCassandraKafkaJupyter NotebookMachine LearningNumpyDeep LearningRedshiftPandaData SciencePyTorchNLPKinesisMySQLKerasMongoDBData ModelingSparkAWSPythonPredictive Analytics
Senior Data Engineer,ExecBoardinAsia,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",TrainingUsageData managementdata scienceBusiness AnalystAnalyticalFocusMentordata visualizationAnalytics
Lead Data Scientist telematics,KARYA CONSULTANTS PRIVATE LIMITED,7 - 10 years,Not Disclosed,Bangalore/Bengaluru,Software Product,"Full Time, Permanent",Predictive ModelingData ScienceSoftware Development Life CycleRecommender SystemsStatistical ModelingData AnalysisHypothesis TestingData MiningMachine LearningStatistics
Lead Data Scientist,KARYA CONSULTANTS PRIVATE LIMITED,7 - 10 years,Not Disclosed,Bangalore/Bengaluru,Software Product,"Full Time, Permanent",Predictive ModelingData ScienceSoftware Development Life CycleRecommender SystemsStatistical ModelingData AnalysisHypothesis TestingData MiningMachine LearningStatistics
Hiring For Senior Data Analyst,Girnar Software Pvt. Ltd.,4 - 8 years,Not Disclosed,Gurgaon/Gurugram,IT Services & Consulting,"Full Time, Permanent",Business IntelligenceRPower BiSASCustomer SegmentationData AnalysisTableauData ModelingData AnalyticsPython
Data Scientist- Natural Language Processing (Hyderabad Location),Clifford Chance Business Services Private Limited,5 - 10 years,Not Disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Data ScienceNLPMachine Learning
Data Scientist,PRESCIENCE DECISION SOLUTIONS PRIVATE LIMITED ,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",TensorflowPostgreSQLNatural Language ProcessingNeural NetworksMachine LearningStatisticsSQLData ScienceAnomaly DetectionPytorchRNLPMongoDBQlikViewComputer VisionData AnalyticsPython
Data Scientist,International Flavours and Fragrances India Priva,3 - 8 years,Not Disclosed,Hyderabad/Secunderabad,Petrochemical / Plastics / Rubber,"Full Time, Permanent",Data ScienceBusiness IntelligenceRLogistic RegressionPower BiData ScientistData MiningMachine LearningPythonRandom Forest
Data Scientist,IFF,3 - 8 years,Not Disclosed,Hyderabad/Secunderabad,Food Processing,"Full Time, Permanent",Computer sciencedata scienceAnalyticalDiversity and InclusionMachine learningData miningmicrosoftBusiness intelligenceSQLPython
Data Scientist,Task US ,6 - 11 years,Not Disclosed,"Indore, Gurgaon/Gurugram",Management Consulting,"Full Time, Permanent",deep learningdata scienceMachine learninglinear regressionForecastingMonitoringSQLData extractionPython
Data Scientist,TRUECONNECT PEOPLE CONSULTING,2 - 7 years,Not Disclosed,Kolkata,Education / Training,"Full Time, Permanent",Data ScienceRData EngineeringAzure DatabricksSparkMachine LearningAnalyticsPythonSQLData Integration
Lead Data Scientist | Finicity Technologies - A Mastercard Company,Finicity Technologies Pvt Ltd.,8 - 13 years,Not Disclosed,Mumbai (All Areas),FinTech / Payments,"Full Time, Permanent",Data ScienceNLPArtificial IntelligenceNatural Language ProcessingComputer VisionMachine LearningPython
Business Data Analyst,Fabrinex  LLP,4 - 6 years,"₹ 7,50,000 - 10,00,000 P.A. ",Pune,IT Services & Consulting,"Full Time, Permanent",Big Data AnalyticsPostgresqlProblem SolvingData AnalysisAdvanced ExcelTableauStatisticsMachine LearningAnalyticsBusiness AnalysisSQLPython
Data Scientist,ELPIS IT SOLUTIONS PVT LTD,3 - 8 years,"₹ 6,00,000 - 16,00,000 P.A. ",Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Temporary/Contractual",deep learningKibanatensorflowdata scienceKafkakerasSparkMachine Learning
Jr. Data Scientist,Sleepiz,2 - 4 years,Not Disclosed,Pune,Medical Services / Hospital,"Full Time, Permanent",Data ScienceData ManagementanalystTableauMarketing AnalyticsReportingAnalyticsSQLBusiness Analysis
Digital Data Analyst,Comfort Click,2 - 7 years,Not Disclosed,Remote,IT Services & Consulting,"Full Time, Permanent",Analytical skillsData analysisGoogle AnalyticsData managementTime managementinternational travelBack officeE-commerceData AnalystManagement
Revenue Data Analyst,Genesys India,5 - 7 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",SalesAccountingFinanceTechnical SupportData AnalysisData AnalyticsHuman ResourcesRevenue RecognitionMarketingInterpersonal Skills
Revenue Data Analyst,Genesys India,1 - 5 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",SalesAccountingFinanceTechnical SupportData AnalysisData AnalyticsHuman Resources
Hiring Data Analyst For a Fortune 500 Co.,Experteye Consulting,1 - 3 years,"₹ 6,00,000 - 12,00,000 P.A. ","Noida, Gurgaon/Gurugram",Financial Services,"Full Time, Permanent",Predictive ModelingRegression AnalysispythonLogistic RegressionFactor AnalysisData ManipulationData AnalysisData Analyticspython developerpython programmingCluster Analysis
Data Scientist,yoodle,2 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceArtificial IntelligenceNatural Language ProcessingBig DataData MiningData CleansingData AnalyticsMachine LearningPrincipal Data ScientistPython
Senior Business Analytics - Data Scientist/NASDAQ Firm,Huquo Consulting Pvt. Ltd,1 - 3 years,Not Disclosed,Gurgaon/Gurugram,Analytics / KPO / Research,"Full Time, Permanent",Data SciencePredictive ModelingSASData ManagementStatistical ModelingModel ValidationStatisticsAnalyticsBusiness AnalysisPython
Senior Engineer Data Scientist - TPG,Micron Semiconductor Asia Pte Ltd,8 - 13 years,Not Disclosed,Hyderabad/Secunderabad,Electronic Components / Semiconductors,"Full Time, Permanent",Data ScienceTensorflowPytorchRStatistical ModelingData AnalyticsMachine LearningPythonPredictive AnalyticsSQL
Lead Data Scientist,Bit Brothers Tech Pvt Ltd,4 - 6 years,Not Disclosed,Mumbai,Internet,"Full Time, Permanent",Computer scienceStatistical analysisData managementdata scienceMachine learningData qualityData miningMATLABSQLPython
Sr. Data Scientist,ExecBoardinAsia,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Product engineeringdata sciencebig data analyticsMachine learningAlgorithm developmentmodel developmentData mining
Data Scientist,ENQOS SOFTWARE TECHNOLOGIES PRIVATE LIMITED,4 - 9 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",JavaBig Data AnalyticsC++Use CasesTableauhighcharts jsMachine LearningNumpyDeep LearningPandaData ScienceJavascriptData VisualizationhadoopData AnalyticsWeb ScrapingPython
Data Scientist and Analyst,Diverse Lynx,2 - 6 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",Data managementBusiness analyticsMachine learningdata governanceData AnalystData qualityNatural language processingData miningSQLPython
Data Scientist 3,Western Digital,6 - 9 years,Not Disclosed,Bangalore/Bengaluru,Electronic Components / Semiconductors,"Full Time, Permanent",Data ScienceNlpData ScientistAdvanced AnalyticsOperations ResearchBig DataData AnalyticsSupply ChainDeep LearningPython
Lead Data Scientist,Egnify Technologies,6 - 11 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Computer sciencedeep learningStatistical analysisdata scienceMachine learningData analyticsData miningMATLABBusiness understandingPython
"Staff Engineer, Data Scientist",Micron Semiconductor Asia Pte Ltd,11 - 16 years,Not Disclosed,Hyderabad/Secunderabad,Electronic Components / Semiconductors,"Full Time, Permanent",Data ScienceTensorflowPytorchRStatistical ModelingData AnalyticsMachine LearningPythonPredictive AnalyticsSQL
Programmer Analyst,Jebpo Services Llp,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,Analytics / KPO / Research,"Full Time, Permanent",PandaMS SQLPython
Data Scientist,Internet Brands,1 - 5 years,Not Disclosed,Mumbai,Internet,"Full Time, Permanent",Data ScienceRSoftware DevelopmentNlpData ScientistData MiningData AnalyticsMachine LearningDeep LearningPython
Data Scientist,Tata Teleservices Limited,7 - 9 years,Not Disclosed,Mumbai (All Areas),Telecom / ISP,"Full Time, Permanent",Data ScienceStatistical ModelingData MiningData ModelingStatistical Analysis
Data Science Engineer,INTELLIPREDIKT TECHNOLOGIES PRIVATE LIMITED,1 - 5 years,Not Disclosed,Bengaluru,Automobile,"Full Time, Permanent",Printingdata scienceMachine learningData analyticsdata visualization
Western Digital Data Scientist 3,Western Digital,4 - 5 years,Not Disclosed,Bangalore/Bengaluru,Electronic Components / Semiconductors,"Full Time, Permanent",Data ScienceData ScientistData StructuresHadoopBig DataData ModelingAwsData AnalyticsMachine LearningPython
