Title,Company,experience,Estimated_salary,location,Industry_type,job_type,key_skills
Data Analyst,Cashgrail Private Limited,1 - 3 years,Not Disclosed,Gurgaon/Gurugram,Gaming,"Full Time, Permanent",Predictive ModelingProduct MarketingSQL CodingHLOOKUPMachine LearningPivot TableRExcelVLOOKUPData AnalysisData AnalyticsStatistical AnalysisPython
Data Scientist,Country Veggie,1 - 3 years,Not Disclosed,"Bharuch, Jaipur, Bhopal, Mumbai, Jhansi, Nagpur, Ghaziabad, Jaunpur, Kanpur, Delhi, Lucknow, Agra, Gurgaon, Rajkot, Bengaluru",FMCG,"Full Time, Permanent",PDFData managementdata scienceMachine learningData collectionPredictive modelingData miningBusiness solutionsMATLABSQL
Urgent opening For Data Analyst - ETL - IICS,BAHWAN CYBERTEK PRIVATE LIMITED,5 - 10 years,"₹ 5,00,000 - 15,00,000 P.A. ",Chennai,IT Services & Consulting,"Full Time, Permanent",Data ValidationData QualityData IntegrityPostgresqlMySQLData ManagementSQL QueriesOracleETLAWSData Reporting
People Analytics Analyst,Black  Veatch Consulting,8 - 13 years,Not Disclosed,"Mumbai, Mumbai Suburban",Engineering & Construction,"Full Time, Permanent",Data SciencePower BiCompensationFull TimeHrData ModelingData AnalyticsPart TimeSql
Data Scientist,Seven Consultancy,2 - 7 years,Not Disclosed,Delhi,Recruitment / Staffing,"Full Time, Permanent",advanced analyticsRenewable energydata sciencebig data analyticsAnalyticalWorkflowmodel developmentDeploymentOpen sourceAnalytics
Business Analyst,Moglix,0 - 2 years,Not Disclosed,Noida,Internet,"Full Time, Permanent",Business processComputer scienceProduct managementSQL queriesData managementBusiness Analystdata scienceSAS RBusiness planningPython
Assistant Manager - Data Scientist - Insurance,Huquo Consulting Pvt. Ltd,2 - 7 years,Not Disclosed,Gurgaon/Gurugram,Insurance,"Full Time, Permanent",Data ScienceRLogistic RegressionSASpredictive modelingStatistical ModelingData ModelingDecision TreesData AnalyticsMarketing AnalyticsPython
Manager - Data Scientist - Insurance,Huquo Consulting Pvt. Ltd,3 - 7 years,Not Disclosed,Gurgaon/Gurugram,Insurance,"Full Time, Permanent",Data ScienceSASData ScientistData ManagementStatistical ModelingData ModelingData AnalyticsMarketing AnalyticsAnalyticsPython
Senior Business Analyst/assistant Manager - Data Quality Analyst,Huquo Consulting Pvt. Ltd,3 - 5 years,Not Disclosed,Delhi / NCR,IT Services & Consulting,"Full Time, Permanent",Business IntelligenceData QualitySAPSAP ServicesInformaticaOracleTrilliumSQL
Data Engineer ,Reval India Pvt. Ltd.,6 - 8 years,Not Disclosed,Noida,IT Services & Consulting,"Full Time, Permanent",Automationdata scienceData modelingMachine learningpower biData analyticsBusiness intelligenceSQLPython
Big Data Analytics - Staff Engineer,Seagate,8 - 13 years,Not Disclosed,Pune( Kharadi ),IT Services & Consulting,"Full Time, Permanent",Big Data AnalyticsAdvanced AnalyticsKafka
Data Engineer,ION,6 - 9 years,Not Disclosed,Noida,IT Services & Consulting,"Full Time, Permanent",Data ScienceBusiness IntelligencePower BiData EngineerEtlData AnalyticsMachine LearningPythonSql
EY-GDS _ Supply Chain Data Scientist – Consultant/Senior -Analytics,EYGBS,6 - 11 years,Not Disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Data ScienceRBusiness ConsultingAlteryxSupply ChainPython
Data Engineer - Data Science Engineering,WAKEFIT INNOVATIONS PRIVATE LIMITED ,2 - 5 years,Not Disclosed,Bangalore/Bengaluru,Furniture & Furnishing,"Full Time, Permanent",Computer scienceConstructionData managementdata scienceData modelingManagement systemsDisaster recoveryData structuresData miningAnalytics
Senior analyst,yoodle,3 - 6 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceCommunication SkillsBig Data AnalyticsBusiness AnalyticsScalaHadoopComputer ScienceModel ValidationSparkPython
Trainer | Faculty | Lecturer - Data Science | Big Data Engineer,D. M. Net Technologies,2 - 6 years,"₹ 3,00,000 - 6,00,000 P.A. ",Ahmedabad,Education / Training,"Full Time, Permanent",Data ScienceLecturer ActivitiesBig Data AnalyticsArtificial IntelligenceCase StudiesHadoopBig DataMachine LearningPython
Senior Data Analyst / Data Scientist,Lear Automotive India Pvt. Ltd.,4 - 8 years,Not Disclosed,Pune,Automobile,"Full Time, Permanent",RData AnalysisSPSSData AnalyticsSQLPython
Senior Data Engineer,CredAvenue,4 - 6 years,Not Disclosed,Chennai,Financial Services,"Full Time, Permanent",Health insuranceProduct engineeringGITdata scienceWellnessData processingFinancial servicesMonitoringSQLPython
Senior Data Engineer,Pattern,5 - 9 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",Data ScienceData PipelineBig DataData EngineerData MiningSparkData ArchitectureData AnalyticsMachine LearningSql
Lead Data Engineer and Analyst - Python,Siemens Limited,4 - 7 years,Not Disclosed,Bangalore/Bengaluru,Electronic Components / Semiconductors,"Full Time, Permanent",Data analysisData managementCodingCognosConsultingTIBCOBusiness intelligenceBusiness solutionsAnalyticsPython
Data Management Analyst,StateStreet Global Advisor Pvt Ltd,1 - 3 years,Not Disclosed,Hyderabad/Secunderabad,Banking,"Full Time, Permanent",remediationData analysismetadataData managementBusiness analysisdata governanceData qualityBusiness intelligenceOperationsMonitoring
Data Science Quality Assessment Engineer,Perform Group,3 - 6 years,Not Disclosed,Bengaluru,Film / Music / Entertainment,"Full Time, Permanent",Computer visionConstructionWeb technologiesdata scienceMachine learningManager TechnologyWellnessData analyticsOpen source
Data Scientist,Diverse Lynx,2 - 7 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",data scienceData ScientistData analytics
Data Support Engineer,CredAvenue,1 - 2 years,Not Disclosed,Chennai,Financial Services,"Full Time, Permanent",Health insuranceProduct engineeringExceldata scienceManager TechnologyWellnessBudgetingFinancial servicesDebt marketSQL
Data Engineer,CHRYSELYS ,4 - 8 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",AWSPythonSQL
Data Management Analyst,Telstra India Pvt Ltd,2 - 6 years,Not Disclosed,Bangalore/Bengaluru,Telecom / ISP,"Full Time, Permanent",Business servicesAutomationdata securityMachine learningAgileData qualityManager Quality ControlOracleSSISUnix shell scripting
Genesys is Hiring Revenue Data Analyst - Chennai - 1 - 8 Yrs Exp,Genesys Telecom Labs India Pvt. Ltd.,1 - 6 years,"₹ 5,00,000 - 12,00,000 P.A. ",Chennai,Software Product,"Full Time, Permanent",ExcelNetsuiteData ManagementASC 985-605ASC 606Salesforce
Sr . Data Analyst,cloudneeti,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,Hardware & Networking,"Full Time, Permanent",Computer ScienceBig DataTableauData AnalyticsPythonSqlSecurity Services
Data Analyst | Nike,TALENT500 TECH (INDIA) PRIVATE LIMITED,3 - 6 years,Not Disclosed,Bangalore/Bengaluru,Retail,"Full Time, Permanent",hiveSQL . Should have knowledge on Data ProfilingData AnalysisData ProfilingSpark.Data Analytics
"Consultant /  Sr.Consultant ,  Data Engineer",Fresh Gravity,2 - 5 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",Data managementTechnology consultingdata scienceArtificial IntelligenceconsultingBusiness strategyapidigital transformationAnalyticsQuest
ESG Bespoke Research Analyst,Institutional Shareholder Services Inc.,3 - 8 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",Analytical skillsFinancial marketsdata scienceProject managementISSData analyticsResearchResearch AnalystAdvisoryPrivate equity
Data Analyst/Sr.Data Engineer,SYREN TECHNOLOGIES PRIVATE LIMITED ,4 - 9 years,"₹ 10,00,000 - 20,00,000 P.A. ","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Business IntelligenceMicrosoft Power BiBiData ModelingData AnalyticsETL ToolSSISSQL
Assistant Analyst,Danfoss Industries Pvt Ltd,2 - 5 years,Not Disclosed,Pune,Industrial Equipment / Machinery,"Full Time, Permanent",Data ScienceData ValidationBusiness IntelligencePower BiVbaBusiness AnalyticsAdvanced ExcelData AnalyticsSqlPython
Data Engineer / Sr. Data Engineer / Lead Data Engineer,Lenskart.com,3 - 8 years,Not Disclosed,Faridabad,Internet,"Full Time, Permanent",Data ScienceJavaHiveData ManagementBig DataE - CommerceSparkData ModelingAwsPython
Sr Data Engineer I,ExecBoardinAsia,5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,Recruitment / Staffing,"Full Time, Permanent",metadataInsurance claimsdata scienceData modelingMaster data managementPackagingData processingDeploymentData qualityAnalytics
KDB Data Analyst/Engineer Quantitative Brokers,Quantitative Brokers,1 - 4 years,Not Disclosed,Chennai,Education / Training,"Full Time, Permanent",UnixData analysisC++Data managementQuantitative researchLinuxFixed incomeAnalyticalmarket dataPython
Reporting Analyst II - Data Analytics,Xome,3 - 5 years,Not Disclosed,Chennai,Real Estate,"Full Time, Permanent",Process automationManager Internal AuditNetworkingSSRSStored proceduresVisual StudioSSISReporting toolsRoboticsSQL
Data Scientist,EA Games,3 - 8 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceNlpSoftware EngineeringData ScientistNatural Language ProcessingComputer ScienceMachine LearningDeep LearningPython
Senior Data Scientist,Visa Inc.,4 - 9 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceData EngineeringData ScientistComputer ScienceStatistical ModelingStatisticsAnalyticsSql
"Data Scientist , Data Products",Visa Inc.,3 - 7 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceHiveFinancial ServicesScalaData ScientistHadoopOperations ResearchSparkData StructurePython
Data Analyst,COLLABERA,5 - 8 years,"₹ 7,00,000 - 13,00,000 P.A. ",Chennai,Banking,"Part Time, Temporary/Contractual",VBASASMIS
Tcs Hiring For Senior Data Analyst (bfsi domain),Tata Consultancy Services Ltd.,6 - 11 years,Not Disclosed,"Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Data WarehousingETLSQL
Product Data Controller- Data Analyst,tech mahindra ltd,1 - 3 years,"₹ 2,00,000 - 3,00,000 P.A. ",Hyderabad/Secunderabad,Printing & Publishing,"Full Time, Permanent",MISData ManagementAdvanced Excel
Data Analyst,Cognizant Technology Solutions India Pvt Ltd,2 - 7 years,Not Disclosed,"Mumbai, Hyderabad/Secunderabad",IT Services & Consulting,"Full Time, Permanent",Team ManagementTarget AchievementPVData ManagementTLRaveSMEData CleaningCdmSLAS
Data Analyst,Uber,3 - 5 years,Not Disclosed,Hyderabad/Secunderabad,Internet,"Full Time, Permanent",global operationsTeam managementGITCodingdata manipulationPostgresqlAnalyticalJavascriptJSONSQL
Senior Data Engineer- Noida,tech mahindra ltd,5 - 8 years,Not Disclosed,Noida,BPO / Call Centre,"Full Time, Permanent",Business IntelligenceData EngineeringSQL QueriesData MiningData ExtractionTableauBashData ScienceRSnowflakeAPIData WarehousingETLPython
Data Scientist : Manager / Sn. Manager / one of the MNC,Mount Talent Consulting Private Limited ,8 - 13 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",IT Services & Consulting,"Full Time, Permanent",Data ScienceMachine LearningPython
Data Analyst,HEALTH ARX TECHNOLOGIES PRIVATE LIMITED,2 - 5 years,Not Disclosed,Delhi / NCR,Pharmaceutical & Life Sciences,"Full Time, Permanent",EXCELSQLData Analysis
Assistant Manager Business Analyst/Data Analyst,Wipro Limited,5 - 10 years,Not Disclosed,Delhi / NCR,BPO / Call Centre,"Full Time, Permanent",Power BiVBAData AnalysisAdvanced ExcelMIS ReportingMacrosBusiness Analysis
Senior Data Analyst,CeX WeBuy Entertainment Pvt.Ltd,3 - 5 years,Not Disclosed,Mumbai (All Areas)( Lower Parel ),Retail,"Full Time, Permanent",SSASData AnalysisReporting Tools
Data Scientist,ELEVATE SERVICES INDIA PRIVATE LIMITED,4 - 8 years,Not Disclosed,Chandigarh,Management Consulting,"Full Time, Permanent",Data ScienceJavaRHadoopData VisualizationTableaumachine learningSQLPython
Hiring now!!! Data Analyst,EPIMONEY PRIVATE LIMITED,1 - 6 years,Not Disclosed,Mumbai (All Areas),FinTech / Payments,"Full Time, Permanent",VisualizationArtificial IntelligenceData Managementbusiness analystMachine LearningSQLAnalystExcelLinear RegressionData AnalysisDashboardsDecision TreesPython
Senior & Junior Data Scientist,PlaceMinds Consulting Pvt. Ltd,4 - 9 years,Not Disclosed,"Mumbai, Pune",Analytics / KPO / Research,"Full Time, Permanent",Predictive ModelingData ScienceRSAS SQLLinear RegressionData AnalysisTime SeriesMachine LearningDeep LearningPython
Data Scientist (Energy/Power industry),First Employer,4 - 8 years,Not Disclosed,"Gurgaon/Gurugram, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",Data ScienceRBusiness SolutionsAlgorithmsData AnalysisModel BuildingDecision TreesMachine LearningAnalyticsPython
SAVP - Data Scientist - Data Science Team - Insurance Domain,Huquo Consulting Pvt. Ltd,9 - 14 years,Not Disclosed,Gurgaon/Gurugram,Insurance,"Full Time, Permanent",Data ScienceData ScientistArtificial IntelligenceData ManagementData ModelingData AnalyticsMachine LearningStatisticsAnalyticsSQLPython
Data Scientist (Supply Chain) - E commerce Manufacturer - 5 To 9,NEWAGE PRODUCT DESIGNS PRIVATE LIMITED,4 - 9 years,"₹ 6,00,000 - 9,00,000 P.A. ",Mumbai (All Areas),Consumer Electronics & Appliances,"Full Time, Permanent",Data ScienceData MiningMachine LearningDeep LearningPythonPredictive Analytics
Senior Data Scientist Engineer (AI/ML),WM UNIVERSAL SOLUTIONS PRIVATE LIMITED,8 - 10 years,Not Disclosed,Gurgaon/Gurugram,Courier / Logistics,"Full Time, Permanent",Python for Data Science
Data Scientist - Insurance,Huquo Consulting Pvt. Ltd,2 - 7 years,Not Disclosed,"Noida, Gurgaon/Gurugram",Insurance,"Full Time, Permanent",Data ScienceLogistic RegressionArimaText AnalyticsData AnalysisMachine LearningDeep LearningPythonRandom Forest
Lead ( DATA SCIENTIST) - BFSI & Retail,Megma Services,4 - 7 years,Not Disclosed,Mumbai,FinTech / Payments,"Full Time, Permanent",Data ScienceMS SQLExploratory Data AnalysisTime SeriesStatistical ModelingData MiningText MiningInformation RetrievalMachine LearningPython
Data Scientist - (Energy/Power industry),Job Fittment Finder,4 - 8 years,Not Disclosed,"Gurgaon/Gurugram, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",Data ScienceRAlgorithmsArtificial IntelligenceData AnalysisModel BuildingDecision TreesMachine LearningAnalyticsPython
Lead ( Data Scientist) - BFSI & Retail,Megma Services,4 - 7 years,Not Disclosed,Mumbai,FinTech / Payments,"Full Time, Permanent",Data ScienceMS SQLExploratory Data AnalysisData ScientistTime SeriesStatistical ModelingData MiningInformation RetrievalMachine LearningStatistical AnalysisPython
Data Scientist at Bangalore,TECHNUMEN SYSTEMS PRIVATE LIMITED  ,4 - 9 years,"₹ 12,00,000 - 22,00,000 P.A. ",Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",TensorflowData ScienceRExploratory Data AnalysisArtificial Neural NetworksArtificial IntelligenceText MiningMachine LearningPythonSQL
Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,3 - 8 years,Not Disclosed,"Gurgaon/Gurugram, Delhi / NCR",Banking,"Full Time, Permanent",Data ScienceNLPData ScientistData ManagementStatistical ModelingData VisualizationData AnalyticsMachine LearningAnalyticsSQLPython
Lead Data Scientist,Megma Services,4 - 8 years,Not Disclosed,Mumbai,FinTech / Payments,"Full Time, Permanent",Data ScienceMS SQLExploratory Data AnalysisData ScientistStatistical ModelingTime SeriesData MiningData AnalystText MiningInformation RetrievalMachine LearningPython
Lead ( Data Scientist) - BFSI & Retail,Megma Services,4 - 7 years,Not Disclosed,Mumbai,FinTech / Payments,"Full Time, Permanent",Data ScienceMS SQLExploratory Data AnalysisData ScientistStatistical ModelingTime SeriesData MiningText MiningInformation RetrievalMachine LearningPython
Data Scientist - AI/Machine Learning - Financial Services,Pinnacle Search Services,10 - 15 years,Not Disclosed,"Mumbai, Hyderabad/Secunderabad",Banking,"Full Time, Permanent",Data ScienceNLPArtificial IntelligenceData ScientistData ManagementBig DataStatistical ModelingData AnalyticsMachine LearningAnalyticsPython
Senior Data Scientist - Search & Discovery,Farfetch,4 - 8 years,Not Disclosed,New Delhi,Internet,"Full Time, Permanent",Data ScienceData ScientistNatural Language ProcessingComputer ScienceBig DataE - CommerceInformation RetrievalMachine LearningDeep LearningPython
Machine Learning Engineer/ Data Scientist,whiz.ai,3 - 8 years,Not Disclosed,Pune,BPO / Call Centre,"Full Time, Permanent",Data ScienceAlgorithmsLogistic RegressionData ScientistBig DataTime SeriesMachine LearningDeep LearningPythonApache Spark
Data Scientist,Shaadi.com,3 - 5 years,Not Disclosed,Mumbai,Internet,"Full Time, Permanent",Data SciencePredictive ModelingRBusiness SolutionsData ScientistNatural Language ProcessingBig DataMachine LearningRevenue GenerationPython
Data Scientist,ICAV Tech Pvt. Ltd.,4 - 9 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",OptimizationData SciencePython
